case_num,model_type,policy,oracle_non_deployable,repetition,concept_indices_in_query_order
161,hard,random_error_oracle,1,0,[1]
163,hard,random_error_oracle,1,0,[1]
165,hard,random_error_oracle,1,0,"[5,1]"
166,hard,random_error_oracle,1,0,[]
167,hard,random_error_oracle,1,0,[]
168,hard,random_error_oracle,1,0,[]
169,hard,random_error_oracle,1,0,[]
170,hard,random_error_oracle,1,0,[1]
172,hard,random_error_oracle,1,0,[2]
173,hard,random_error_oracle,1,0,[5]
174,hard,random_error_oracle,1,0,[]
175,hard,random_error_oracle,1,0,[0]
176,hard,random_error_oracle,1,0,[]
177,hard,random_error_oracle,1,0,"[5,1,6]"
178,hard,random_error_oracle,1,0,[]
179,hard,random_error_oracle,1,0,[]
181,hard,random_error_oracle,1,0,[]
182,hard,random_error_oracle,1,0,[]
183,hard,random_error_oracle,1,0,"[3,1,5]"
184,hard,random_error_oracle,1,0,[]
185,hard,random_error_oracle,1,0,[]
186,hard,random_error_oracle,1,0,[]
188,hard,random_error_oracle,1,0,[]
189,hard,random_error_oracle,1,0,[]
190,hard,random_error_oracle,1,0,"[6,5]"
192,hard,random_error_oracle,1,0,[5]
193,hard,random_error_oracle,1,0,[]
194,hard,random_error_oracle,1,0,"[6,1]"
195,hard,random_error_oracle,1,0,[1]
196,hard,random_error_oracle,1,0,[]
197,hard,random_error_oracle,1,0,[]
198,hard,random_error_oracle,1,0,[6]
200,hard,random_error_oracle,1,0,[]
201,hard,random_error_oracle,1,0,[1]
203,hard,random_error_oracle,1,0,"[0,6,2,1]"
204,hard,random_error_oracle,1,0,"[0,5]"
207,hard,random_error_oracle,1,0,[]
208,hard,random_error_oracle,1,0,[]
209,hard,random_error_oracle,1,0,[]
210,hard,random_error_oracle,1,0,[]
211,hard,random_error_oracle,1,0,"[2,1]"
212,hard,random_error_oracle,1,0,[]
213,hard,random_error_oracle,1,0,[]
214,hard,random_error_oracle,1,0,[5]
215,hard,random_error_oracle,1,0,[]
216,hard,random_error_oracle,1,0,[5]
217,hard,random_error_oracle,1,0,"[2,5]"
218,hard,random_error_oracle,1,0,[]
219,hard,random_error_oracle,1,0,[]
220,hard,random_error_oracle,1,0,[]
222,hard,random_error_oracle,1,0,"[6,5]"
223,hard,random_error_oracle,1,0,[2]
224,hard,random_error_oracle,1,0,[]
225,hard,random_error_oracle,1,0,[]
226,hard,random_error_oracle,1,0,[0]
227,hard,random_error_oracle,1,0,[2]
229,hard,random_error_oracle,1,0,[1]
231,hard,random_error_oracle,1,0,"[2,5,1]"
232,hard,random_error_oracle,1,0,[0]
233,hard,random_error_oracle,1,0,[]
236,hard,random_error_oracle,1,0,"[1,5]"
237,hard,random_error_oracle,1,0,[1]
239,hard,random_error_oracle,1,0,"[1,5]"
240,hard,random_error_oracle,1,0,[5]
241,hard,random_error_oracle,1,0,"[2,0,6,1]"
242,hard,random_error_oracle,1,0,[1]
243,hard,random_error_oracle,1,0,[5]
244,hard,random_error_oracle,1,0,[]
245,hard,random_error_oracle,1,0,[5]
246,hard,random_error_oracle,1,0,"[1,0]"
247,hard,random_error_oracle,1,0,[1]
248,hard,random_error_oracle,1,0,"[2,5]"
249,hard,random_error_oracle,1,0,"[2,5]"
250,hard,random_error_oracle,1,0,[2]
251,hard,random_error_oracle,1,0,"[5,6,1]"
252,hard,random_error_oracle,1,0,"[2,5]"
253,hard,random_error_oracle,1,0,[1]
254,hard,random_error_oracle,1,0,[]
255,hard,random_error_oracle,1,0,[]
257,hard,random_error_oracle,1,0,[0]
258,hard,random_error_oracle,1,0,"[1,2,6]"
259,hard,random_error_oracle,1,0,[]
263,hard,random_error_oracle,1,0,"[4,0]"
264,hard,random_error_oracle,1,0,"[1,6,5]"
265,hard,random_error_oracle,1,0,[]
267,hard,random_error_oracle,1,0,"[5,6]"
268,hard,random_error_oracle,1,0,[0]
269,hard,random_error_oracle,1,0,[]
270,hard,random_error_oracle,1,0,[]
271,hard,random_error_oracle,1,0,"[2,5,0]"
272,hard,random_error_oracle,1,0,[]
273,hard,random_error_oracle,1,0,[0]
274,hard,random_error_oracle,1,0,[]
275,hard,random_error_oracle,1,0,"[2,0]"
276,hard,random_error_oracle,1,0,[4]
277,hard,random_error_oracle,1,0,[]
278,hard,random_error_oracle,1,0,[1]
279,hard,random_error_oracle,1,0,[5]
280,hard,random_error_oracle,1,0,"[6,5]"
281,hard,random_error_oracle,1,0,[]
282,hard,random_error_oracle,1,0,"[5,1,2]"
283,hard,random_error_oracle,1,0,[]
284,hard,random_error_oracle,1,0,[1]
285,hard,random_error_oracle,1,0,[]
286,hard,random_error_oracle,1,0,[1]
288,hard,random_error_oracle,1,0,"[3,1,6,5,2]"
290,hard,random_error_oracle,1,0,[]
292,hard,random_error_oracle,1,0,"[5,0]"
293,hard,random_error_oracle,1,0,[]
294,hard,random_error_oracle,1,0,[]
295,hard,random_error_oracle,1,0,[]
296,hard,random_error_oracle,1,0,[]
297,hard,random_error_oracle,1,0,[3]
298,hard,random_error_oracle,1,0,[1]
299,hard,random_error_oracle,1,0,"[3,2,6,0,1]"
302,hard,random_error_oracle,1,0,"[4,1]"
303,hard,random_error_oracle,1,0,[4]
304,hard,random_error_oracle,1,0,[]
306,hard,random_error_oracle,1,0,[]
308,hard,random_error_oracle,1,0,"[5,2]"
309,hard,random_error_oracle,1,0,[]
310,hard,random_error_oracle,1,0,[]
311,hard,random_error_oracle,1,0,[]
313,hard,random_error_oracle,1,0,[2]
315,hard,random_error_oracle,1,0,[2]
317,hard,random_error_oracle,1,0,[]
318,hard,random_error_oracle,1,0,"[5,1]"
319,hard,random_error_oracle,1,0,[2]
320,hard,random_error_oracle,1,0,[2]
321,hard,random_error_oracle,1,0,[]
322,hard,random_error_oracle,1,0,"[0,3,4]"
323,hard,random_error_oracle,1,0,[0]
324,hard,random_error_oracle,1,0,[]
325,hard,random_error_oracle,1,0,"[2,0,5]"
326,hard,random_error_oracle,1,0,"[2,3]"
327,hard,random_error_oracle,1,0,[2]
328,hard,random_error_oracle,1,0,"[0,6]"
329,hard,random_error_oracle,1,0,[]
331,hard,random_error_oracle,1,0,[]
332,hard,random_error_oracle,1,0,[]
333,hard,random_error_oracle,1,0,[5]
334,hard,random_error_oracle,1,0,[0]
335,hard,random_error_oracle,1,0,[5]
337,hard,random_error_oracle,1,0,"[6,0,5]"
338,hard,random_error_oracle,1,0,[2]
339,hard,random_error_oracle,1,0,"[1,5,2]"
340,hard,random_error_oracle,1,0,"[0,6]"
342,hard,random_error_oracle,1,0,[1]
344,hard,random_error_oracle,1,0,"[2,5,3]"
345,hard,random_error_oracle,1,0,[1]
346,hard,random_error_oracle,1,0,"[0,6]"
347,hard,random_error_oracle,1,0,[]
348,hard,random_error_oracle,1,0,"[2,5]"
349,hard,random_error_oracle,1,0,[2]
350,hard,random_error_oracle,1,0,[2]
353,hard,random_error_oracle,1,0,[]
354,hard,random_error_oracle,1,0,[0]
355,hard,random_error_oracle,1,0,[2]
356,hard,random_error_oracle,1,0,"[5,4,2,0,1]"
357,hard,random_error_oracle,1,0,[]
358,hard,random_error_oracle,1,0,"[4,0]"
359,hard,random_error_oracle,1,0,[]
361,hard,random_error_oracle,1,0,[]
362,hard,random_error_oracle,1,0,"[2,6,5]"
363,hard,random_error_oracle,1,0,[]
364,hard,random_error_oracle,1,0,[]
365,hard,random_error_oracle,1,0,[1]
366,hard,random_error_oracle,1,0,"[6,0]"
368,hard,random_error_oracle,1,0,[1]
371,hard,random_error_oracle,1,0,[5]
372,hard,random_error_oracle,1,0,[]
374,hard,random_error_oracle,1,0,[1]
375,hard,random_error_oracle,1,0,"[6,1,0]"
377,hard,random_error_oracle,1,0,[6]
378,hard,random_error_oracle,1,0,"[1,2,3,5]"
380,hard,random_error_oracle,1,0,"[2,6,3,5]"
381,hard,random_error_oracle,1,0,"[4,0,5]"
382,hard,random_error_oracle,1,0,[]
383,hard,random_error_oracle,1,0,[]
384,hard,random_error_oracle,1,0,[]
385,hard,random_error_oracle,1,0,[1]
386,hard,random_error_oracle,1,0,[5]
387,hard,random_error_oracle,1,0,[]
389,hard,random_error_oracle,1,0,[1]
390,hard,random_error_oracle,1,0,"[0,1,6]"
391,hard,random_error_oracle,1,0,"[5,3]"
392,hard,random_error_oracle,1,0,[]
393,hard,random_error_oracle,1,0,[]
394,hard,random_error_oracle,1,0,[0]
396,hard,random_error_oracle,1,0,[]
397,hard,random_error_oracle,1,0,[]
398,hard,random_error_oracle,1,0,"[4,1]"
399,hard,random_error_oracle,1,0,[]
401,hard,random_error_oracle,1,0,"[5,1]"
402,hard,random_error_oracle,1,0,[]
403,hard,random_error_oracle,1,0,[]
404,hard,random_error_oracle,1,0,[5]
405,hard,random_error_oracle,1,0,[]
406,hard,random_error_oracle,1,0,"[1,5]"
407,hard,random_error_oracle,1,0,[2]
409,hard,random_error_oracle,1,0,[1]
410,hard,random_error_oracle,1,0,"[6,5]"
411,hard,random_error_oracle,1,0,[]
412,hard,random_error_oracle,1,0,[]
414,hard,random_error_oracle,1,0,[1]
416,hard,random_error_oracle,1,0,[]
417,hard,random_error_oracle,1,0,"[6,5,2,1]"
418,hard,random_error_oracle,1,0,"[0,6,1]"
419,hard,random_error_oracle,1,0,"[5,0,6]"
420,hard,random_error_oracle,1,0,[]
421,hard,random_error_oracle,1,0,[1]
422,hard,random_error_oracle,1,0,[5]
423,hard,random_error_oracle,1,0,[]
424,hard,random_error_oracle,1,0,[0]
425,hard,random_error_oracle,1,0,[]
428,hard,random_error_oracle,1,0,"[0,5]"
429,hard,random_error_oracle,1,0,[]
430,hard,random_error_oracle,1,0,"[0,5]"
431,hard,random_error_oracle,1,0,[]
432,hard,random_error_oracle,1,0,"[2,5]"
433,hard,random_error_oracle,1,0,[]
434,hard,random_error_oracle,1,0,[5]
435,hard,random_error_oracle,1,0,[0]
437,hard,random_error_oracle,1,0,"[2,5]"
439,hard,random_error_oracle,1,0,[5]
44,hard,random_error_oracle,1,0,[2]
440,hard,random_error_oracle,1,0,"[5,1,0]"
444,hard,random_error_oracle,1,0,[]
445,hard,random_error_oracle,1,0,[]
446,hard,random_error_oracle,1,0,[]
447,hard,random_error_oracle,1,0,[]
448,hard,random_error_oracle,1,0,[]
449,hard,random_error_oracle,1,0,[]
45,hard,random_error_oracle,1,0,[3]
450,hard,random_error_oracle,1,0,[]
451,hard,random_error_oracle,1,0,[]
452,hard,random_error_oracle,1,0,"[4,1]"
453,hard,random_error_oracle,1,0,[]
454,hard,random_error_oracle,1,0,[]
455,hard,random_error_oracle,1,0,"[3,4]"
456,hard,random_error_oracle,1,0,[1]
457,hard,random_error_oracle,1,0,[]
458,hard,random_error_oracle,1,0,[]
459,hard,random_error_oracle,1,0,[5]
46,hard,random_error_oracle,1,0,[]
460,hard,random_error_oracle,1,0,[1]
461,hard,random_error_oracle,1,0,[]
463,hard,random_error_oracle,1,0,"[2,5,3]"
464,hard,random_error_oracle,1,0,[0]
465,hard,random_error_oracle,1,0,"[5,4,1]"
466,hard,random_error_oracle,1,0,[]
467,hard,random_error_oracle,1,0,"[4,6]"
469,hard,random_error_oracle,1,0,[1]
47,hard,random_error_oracle,1,0,[]
470,hard,random_error_oracle,1,0,"[3,5]"
471,hard,random_error_oracle,1,0,[]
472,hard,random_error_oracle,1,0,"[1,3]"
475,hard,random_error_oracle,1,0,[]
476,hard,random_error_oracle,1,0,[3]
477,hard,random_error_oracle,1,0,[]
478,hard,random_error_oracle,1,0,"[6,5]"
479,hard,random_error_oracle,1,0,[]
480,hard,random_error_oracle,1,0,"[3,2,5]"
482,hard,random_error_oracle,1,0,[3]
484,hard,random_error_oracle,1,0,[0]
486,hard,random_error_oracle,1,0,"[0,4,2,1]"
487,hard,random_error_oracle,1,0,[5]
488,hard,random_error_oracle,1,0,[]
489,hard,random_error_oracle,1,0,[]
49,hard,random_error_oracle,1,0,[]
490,hard,random_error_oracle,1,0,[5]
491,hard,random_error_oracle,1,0,"[1,0]"
492,hard,random_error_oracle,1,0,[2]
493,hard,random_error_oracle,1,0,[0]
495,hard,random_error_oracle,1,0,[0]
496,hard,random_error_oracle,1,0,"[1,2,5]"
497,hard,random_error_oracle,1,0,"[4,2]"
498,hard,random_error_oracle,1,0,"[4,3]"
50,hard,random_error_oracle,1,0,"[4,5,2]"
500,hard,random_error_oracle,1,0,[]
502,hard,random_error_oracle,1,0,[2]
503,hard,random_error_oracle,1,0,[5]
504,hard,random_error_oracle,1,0,[]
506,hard,random_error_oracle,1,0,[]
507,hard,random_error_oracle,1,0,[]
508,hard,random_error_oracle,1,0,[]
510,hard,random_error_oracle,1,0,[]
511,hard,random_error_oracle,1,0,[]
512,hard,random_error_oracle,1,0,[]
513,hard,random_error_oracle,1,0,[1]
514,hard,random_error_oracle,1,0,[]
515,hard,random_error_oracle,1,0,[]
516,hard,random_error_oracle,1,0,[5]
517,hard,random_error_oracle,1,0,"[5,6,0,1,2]"
519,hard,random_error_oracle,1,0,[]
52,hard,random_error_oracle,1,0,[3]
520,hard,random_error_oracle,1,0,[5]
521,hard,random_error_oracle,1,0,"[3,2,4]"
522,hard,random_error_oracle,1,0,"[0,2,4]"
523,hard,random_error_oracle,1,0,[4]
524,hard,random_error_oracle,1,0,[]
526,hard,random_error_oracle,1,0,"[1,6]"
527,hard,random_error_oracle,1,0,[]
528,hard,random_error_oracle,1,0,"[4,3]"
529,hard,random_error_oracle,1,0,"[3,4,2]"
53,hard,random_error_oracle,1,0,[3]
530,hard,random_error_oracle,1,0,[]
531,hard,random_error_oracle,1,0,[]
532,hard,random_error_oracle,1,0,"[6,4]"
54,hard,random_error_oracle,1,0,[2]
55,hard,random_error_oracle,1,0,[3]
56,hard,random_error_oracle,1,0,[2]
57,hard,random_error_oracle,1,0,[2]
577,hard,random_error_oracle,1,0,"[5,6]"
578,hard,random_error_oracle,1,0,[]
579,hard,random_error_oracle,1,0,[4]
58,hard,random_error_oracle,1,0,"[3,5,2]"
580,hard,random_error_oracle,1,0,"[5,0]"
581,hard,random_error_oracle,1,0,[1]
583,hard,random_error_oracle,1,0,"[3,2]"
585,hard,random_error_oracle,1,0,"[1,6,3]"
586,hard,random_error_oracle,1,0,"[0,5]"
587,hard,random_error_oracle,1,0,"[6,2]"
588,hard,random_error_oracle,1,0,"[6,1,2]"
589,hard,random_error_oracle,1,0,"[6,5,2]"
59,hard,random_error_oracle,1,0,[2]
590,hard,random_error_oracle,1,0,"[1,2,0,6]"
591,hard,random_error_oracle,1,0,[0]
592,hard,random_error_oracle,1,0,"[1,3,0]"
593,hard,random_error_oracle,1,0,"[0,5,6,2]"
594,hard,random_error_oracle,1,0,"[4,2]"
595,hard,random_error_oracle,1,0,"[5,1,0]"
596,hard,random_error_oracle,1,0,"[1,0]"
597,hard,random_error_oracle,1,0,"[1,6,0]"
598,hard,random_error_oracle,1,0,[]
599,hard,random_error_oracle,1,0,"[0,4]"
60,hard,random_error_oracle,1,0,[]
601,hard,random_error_oracle,1,0,"[5,0,1]"
604,hard,random_error_oracle,1,0,"[3,1]"
605,hard,random_error_oracle,1,0,[6]
606,hard,random_error_oracle,1,0,"[5,2,0]"
607,hard,random_error_oracle,1,0,[6]
608,hard,random_error_oracle,1,0,"[1,3]"
609,hard,random_error_oracle,1,0,"[0,5]"
61,hard,random_error_oracle,1,0,[3]
610,hard,random_error_oracle,1,0,"[2,6]"
611,hard,random_error_oracle,1,0,"[0,2,5,6]"
612,hard,random_error_oracle,1,0,"[2,5,6]"
613,hard,random_error_oracle,1,0,"[5,1,6]"
615,hard,random_error_oracle,1,0,"[0,6]"
616,hard,random_error_oracle,1,0,"[0,2,6]"
618,hard,random_error_oracle,1,0,[6]
619,hard,random_error_oracle,1,0,"[0,5,3,2,4,6]"
62,hard,random_error_oracle,1,0,[6]
620,hard,random_error_oracle,1,0,"[5,0]"
621,hard,random_error_oracle,1,0,"[6,1,2]"
622,hard,random_error_oracle,1,0,[5]
623,hard,random_error_oracle,1,0,"[0,6]"
624,hard,random_error_oracle,1,0,"[5,1]"
625,hard,random_error_oracle,1,0,"[2,0]"
626,hard,random_error_oracle,1,0,"[2,5]"
629,hard,random_error_oracle,1,0,"[5,3,0]"
63,hard,random_error_oracle,1,0,"[2,3]"
630,hard,random_error_oracle,1,0,[5]
631,hard,random_error_oracle,1,0,[]
633,hard,random_error_oracle,1,0,"[2,5,0,6]"
634,hard,random_error_oracle,1,0,[5]
635,hard,random_error_oracle,1,0,"[6,0,3]"
636,hard,random_error_oracle,1,0,"[2,0,5,6]"
637,hard,random_error_oracle,1,0,[0]
638,hard,random_error_oracle,1,0,"[6,1,5]"
639,hard,random_error_oracle,1,0,"[0,6]"
640,hard,random_error_oracle,1,0,"[5,0]"
641,hard,random_error_oracle,1,0,[]
642,hard,random_error_oracle,1,0,[2]
643,hard,random_error_oracle,1,0,"[2,6]"
645,hard,random_error_oracle,1,0,"[3,4,1]"
646,hard,random_error_oracle,1,0,[3]
647,hard,random_error_oracle,1,0,"[2,4,1]"
648,hard,random_error_oracle,1,0,[]
652,hard,random_error_oracle,1,0,[1]
653,hard,random_error_oracle,1,0,"[5,2]"
654,hard,random_error_oracle,1,0,[1]
655,hard,random_error_oracle,1,0,"[3,0]"
656,hard,random_error_oracle,1,0,[2]
657,hard,random_error_oracle,1,0,[]
659,hard,random_error_oracle,1,0,"[5,2]"
66,hard,random_error_oracle,1,0,"[3,5,6,0]"
660,hard,random_error_oracle,1,0,"[2,6]"
661,hard,random_error_oracle,1,0,[]
662,hard,random_error_oracle,1,0,"[5,6,1]"
663,hard,random_error_oracle,1,0,"[1,0]"
664,hard,random_error_oracle,1,0,"[0,5,6,1]"
665,hard,random_error_oracle,1,0,"[1,5,0,2,6]"
666,hard,random_error_oracle,1,0,"[5,0,1,6]"
667,hard,random_error_oracle,1,0,[1]
668,hard,random_error_oracle,1,0,"[6,3,2]"
669,hard,random_error_oracle,1,0,"[2,6]"
67,hard,random_error_oracle,1,0,[]
670,hard,random_error_oracle,1,0,[]
671,hard,random_error_oracle,1,0,[6]
672,hard,random_error_oracle,1,0,[1]
673,hard,random_error_oracle,1,0,"[0,5]"
675,hard,random_error_oracle,1,0,"[0,2]"
676,hard,random_error_oracle,1,0,[3]
677,hard,random_error_oracle,1,0,"[6,0,1,5]"
678,hard,random_error_oracle,1,0,"[4,2]"
679,hard,random_error_oracle,1,0,"[6,2]"
680,hard,random_error_oracle,1,0,"[2,0,6]"
681,hard,random_error_oracle,1,0,"[0,5]"
682,hard,random_error_oracle,1,0,"[2,4,6]"
683,hard,random_error_oracle,1,0,[2]
685,hard,random_error_oracle,1,0,[]
687,hard,random_error_oracle,1,0,[5]
688,hard,random_error_oracle,1,0,[6]
689,hard,random_error_oracle,1,0,"[0,6,2,4]"
690,hard,random_error_oracle,1,0,"[3,6,0,1]"
691,hard,random_error_oracle,1,0,[6]
693,hard,random_error_oracle,1,0,[5]
694,hard,random_error_oracle,1,0,[0]
695,hard,random_error_oracle,1,0,"[6,2,5]"
696,hard,random_error_oracle,1,0,"[5,2,4]"
699,hard,random_error_oracle,1,0,"[1,5,2,6]"
70,hard,random_error_oracle,1,0,"[2,3]"
700,hard,random_error_oracle,1,0,"[0,3]"
701,hard,random_error_oracle,1,0,"[1,3,0]"
702,hard,random_error_oracle,1,0,"[6,4]"
704,hard,random_error_oracle,1,0,"[3,2,1]"
705,hard,random_error_oracle,1,0,"[0,6,3]"
706,hard,random_error_oracle,1,0,"[5,0]"
707,hard,random_error_oracle,1,0,"[0,6]"
709,hard,random_error_oracle,1,0,"[3,2]"
710,hard,random_error_oracle,1,0,"[1,6,2]"
711,hard,random_error_oracle,1,0,"[6,3,5,2,0]"
713,hard,random_error_oracle,1,0,[]
714,hard,random_error_oracle,1,0,"[2,6,0,5]"
718,hard,random_error_oracle,1,0,[]
72,hard,random_error_oracle,1,0,[]
722,hard,random_error_oracle,1,0,"[2,5]"
723,hard,random_error_oracle,1,0,"[0,6,1]"
724,hard,random_error_oracle,1,0,"[1,5,3,0]"
725,hard,random_error_oracle,1,0,"[0,5,6,2]"
727,hard,random_error_oracle,1,0,"[1,5]"
728,hard,random_error_oracle,1,0,"[0,3]"
729,hard,random_error_oracle,1,0,"[6,4]"
73,hard,random_error_oracle,1,0,[]
730,hard,random_error_oracle,1,0,[5]
731,hard,random_error_oracle,1,0,"[6,2,5,0]"
732,hard,random_error_oracle,1,0,"[6,0,2]"
733,hard,random_error_oracle,1,0,"[0,1]"
734,hard,random_error_oracle,1,0,[4]
735,hard,random_error_oracle,1,0,"[6,0,2,5]"
736,hard,random_error_oracle,1,0,"[6,5,2]"
737,hard,random_error_oracle,1,0,"[5,2,0]"
739,hard,random_error_oracle,1,0,"[5,0]"
74,hard,random_error_oracle,1,0,[6]
740,hard,random_error_oracle,1,0,[1]
741,hard,random_error_oracle,1,0,"[0,6]"
744,hard,random_error_oracle,1,0,"[3,0,2,1]"
746,hard,random_error_oracle,1,0,"[4,0,2]"
747,hard,random_error_oracle,1,0,[0]
748,hard,random_error_oracle,1,0,"[2,1,4]"
75,hard,random_error_oracle,1,0,[]
750,hard,random_error_oracle,1,0,"[2,4,6,5]"
751,hard,random_error_oracle,1,0,[]
752,hard,random_error_oracle,1,0,"[6,1]"
754,hard,random_error_oracle,1,0,[4]
757,hard,random_error_oracle,1,0,[5]
758,hard,random_error_oracle,1,0,[]
759,hard,random_error_oracle,1,0,"[1,4]"
760,hard,random_error_oracle,1,0,[]
762,hard,random_error_oracle,1,0,"[2,1]"
763,hard,random_error_oracle,1,0,"[3,1]"
764,hard,random_error_oracle,1,0,"[0,1]"
765,hard,random_error_oracle,1,0,[2]
766,hard,random_error_oracle,1,0,"[2,0,6,1,4]"
767,hard,random_error_oracle,1,0,"[3,1]"
768,hard,random_error_oracle,1,0,"[0,3,4]"
769,hard,random_error_oracle,1,0,"[0,1]"
77,hard,random_error_oracle,1,0,[]
770,hard,random_error_oracle,1,0,"[6,4,5]"
771,hard,random_error_oracle,1,0,"[4,0]"
772,hard,random_error_oracle,1,0,[4]
773,hard,random_error_oracle,1,0,"[0,2,6]"
775,hard,random_error_oracle,1,0,"[6,2,5]"
776,hard,random_error_oracle,1,0,"[0,1,2]"
777,hard,random_error_oracle,1,0,[2]
778,hard,random_error_oracle,1,0,"[5,6]"
779,hard,random_error_oracle,1,0,"[0,1,6]"
78,hard,random_error_oracle,1,0,[6]
780,hard,random_error_oracle,1,0,[]
782,hard,random_error_oracle,1,0,[]
783,hard,random_error_oracle,1,0,[]
784,hard,random_error_oracle,1,0,[6]
785,hard,random_error_oracle,1,0,[2]
786,hard,random_error_oracle,1,0,[3]
787,hard,random_error_oracle,1,0,[2]
789,hard,random_error_oracle,1,0,"[1,0,3,4]"
79,hard,random_error_oracle,1,0,[]
791,hard,random_error_oracle,1,0,"[2,5]"
792,hard,random_error_oracle,1,0,"[4,6]"
794,hard,random_error_oracle,1,0,[]
795,hard,random_error_oracle,1,0,"[4,3,1]"
797,hard,random_error_oracle,1,0,"[4,0]"
799,hard,random_error_oracle,1,0,"[4,2,0,1]"
80,hard,random_error_oracle,1,0,[]
800,hard,random_error_oracle,1,0,[]
801,hard,random_error_oracle,1,0,"[0,5,4,6]"
802,hard,random_error_oracle,1,0,[6]
804,hard,random_error_oracle,1,0,"[3,5,1]"
805,hard,random_error_oracle,1,0,"[6,2,1]"
806,hard,random_error_oracle,1,0,"[4,0]"
807,hard,random_error_oracle,1,0,"[6,0,1,2]"
808,hard,random_error_oracle,1,0,"[6,4]"
809,hard,random_error_oracle,1,0,"[1,4,3,2,0]"
810,hard,random_error_oracle,1,0,[5]
811,hard,random_error_oracle,1,0,[5]
812,hard,random_error_oracle,1,0,"[1,2,3]"
813,hard,random_error_oracle,1,0,[]
815,hard,random_error_oracle,1,0,"[6,2,0,3]"
816,hard,random_error_oracle,1,0,[6]
817,hard,random_error_oracle,1,0,[4]
818,hard,random_error_oracle,1,0,[0]
819,hard,random_error_oracle,1,0,[6]
82,hard,random_error_oracle,1,0,[2]
820,hard,random_error_oracle,1,0,[2]
821,hard,random_error_oracle,1,0,[6]
822,hard,random_error_oracle,1,0,"[6,3,4,5]"
83,hard,random_error_oracle,1,0,[]
853,hard,random_error_oracle,1,0,"[6,1,3]"
854,hard,random_error_oracle,1,0,[1]
855,hard,random_error_oracle,1,0,[2]
856,hard,random_error_oracle,1,0,[6]
857,hard,random_error_oracle,1,0,"[5,1]"
858,hard,random_error_oracle,1,0,"[0,5]"
859,hard,random_error_oracle,1,0,"[2,5]"
860,hard,random_error_oracle,1,0,"[6,0,5]"
861,hard,random_error_oracle,1,0,[]
862,hard,random_error_oracle,1,0,"[0,6]"
863,hard,random_error_oracle,1,0,[]
864,hard,random_error_oracle,1,0,"[0,3,6,5]"
865,hard,random_error_oracle,1,0,"[6,0,3]"
868,hard,random_error_oracle,1,0,[]
869,hard,random_error_oracle,1,0,[]
87,hard,random_error_oracle,1,0,[5]
870,hard,random_error_oracle,1,0,"[5,0,2]"
871,hard,random_error_oracle,1,0,[]
872,hard,random_error_oracle,1,0,"[5,0,2,6]"
873,hard,random_error_oracle,1,0,[3]
874,hard,random_error_oracle,1,0,"[4,0,1,6,3]"
875,hard,random_error_oracle,1,0,"[0,2,3]"
876,hard,random_error_oracle,1,0,[1]
877,hard,random_error_oracle,1,0,[2]
879,hard,random_error_oracle,1,0,"[0,3]"
88,hard,random_error_oracle,1,0,"[1,2,0,6]"
880,hard,random_error_oracle,1,0,[]
