epoch,train_concept_loss,train_diagnosis_loss,train_total_loss,validation_concept_loss,validation_diagnosis_loss,validation_total_loss,validation_diagnosis_total,validation_diagnosis_positive,validation_diagnosis_negative,validation_diagnosis_auroc,validation_diagnosis_macro_f1,validation_diagnosis_accuracy,validation_diagnosis_sensitivity,validation_diagnosis_specificity,validation_diagnosis_brier,validation_diagnosis_ece,validation_diagnosis_tp,validation_diagnosis_tn,validation_diagnosis_fp,validation_diagnosis_fn,validation_diagnosis_threshold,validation_concept_atypical_pigment_network_auroc,validation_concept_atypical_pigment_network_macro_f1,validation_concept_regression_structures_present_auroc,validation_concept_regression_structures_present_macro_f1,validation_concept_irregular_pigmentation_auroc,validation_concept_irregular_pigmentation_macro_f1,validation_concept_blue_whitish_veil_present_auroc,validation_concept_blue_whitish_veil_present_macro_f1,validation_concept_atypical_vascular_structures_auroc,validation_concept_atypical_vascular_structures_macro_f1,validation_concept_irregular_dots_and_globules_auroc,validation_concept_irregular_dots_and_globules_macro_f1,validation_concept_irregular_streaks_auroc,validation_concept_irregular_streaks_macro_f1,validation_concept_macro_auroc,validation_concept_macro_f1,learning_rate,trainable_feature_blocks
11,0.5747541778000743,0.6676748706261638,1.2424290522872679,0.8219970115801183,0.6689120531082153,1.4909090646883336,164,49,115,0.8335403726708075,0.28260098522167487,0.3231707317073171,0.9387755102040817,0.06086956521739131,0.2385370091564999,0.3146970733636763,46,7,108,3,0.5,0.739867354458364,0.6081541355294596,0.745511319281811,0.6154857894435867,0.8183486238532109,0.6933537310895801,0.9193548387096774,0.8072493065676273,0.8987012987012987,0.6794425087108014,0.8274579800684218,0.6682926829268292,0.7950720111053271,0.7323452869304398,0.8206162037397301,0.6863319201711892,0.0001,3
12,0.5506550582796939,0.6702393486432219,1.220894416816804,0.8549038695126046,0.6661823086622285,1.5210861898050076,164,49,115,0.8414374445430345,0.2997218631253183,0.3353658536585366,0.9387755102040817,0.0782608695652174,0.2371076703769326,0.3143668278324894,46,9,106,3,0.5,0.742262343404569,0.598638008086827,0.7484387197501952,0.6104072398190046,0.8203502919099249,0.7210276093688663,0.9153225806451613,0.8181451612903226,0.8993506493506493,0.6868055555555556,0.8270117507065299,0.6451923076923077,0.7922956793336804,0.7438300531084037,0.8207188593001015,0.6891494192744696,0.0001,3
13,0.5144547829743822,0.6648785387456175,1.1793333084477104,0.852407437999074,0.6711659271542619,1.523573363699564,164,49,115,0.840905057675244,0.2691389463632023,0.3170731707317073,0.9591836734693877,0.043478260869565216,0.23958155187578295,0.32274116194102825,47,5,110,2,0.5,0.74207811348563,0.598638008086827,0.750975800156128,0.6154857894435867,0.8243536280233528,0.7324862637362637,0.9213709677419355,0.8211382113821137,0.8876623376623377,0.6961482203803023,0.830581585601666,0.6606716536686297,0.7903869512406732,0.7201867816091954,0.8210584834159604,0.6921078469009884,0.0001,3
14,0.48683325312880854,0.6682742476945946,1.1551075029952322,0.8569340182513725,0.6691977076414155,1.5261317142626134,164,49,115,0.8472937000887311,0.2955270935960591,0.3353658536585366,0.9591836734693877,0.06956521739130435,0.23861708646249788,0.31415715595571003,47,8,107,2,0.5,0.7382092851879145,0.5811874866992978,0.7412177985948478,0.6154857894435867,0.8203502919099249,0.7072921978582356,0.9231854838709677,0.8306368330464715,0.9064935064935065,0.6583333333333333,0.8344489067380634,0.6833103448275861,0.7855283706402916,0.7380656610470275,0.8213476633479309,0.6877588066079341,0.0001,3
15,0.4520804577993478,0.6663093079439542,1.1183897676738168,0.8733526555503287,0.6689214561043716,1.5422741000245257,164,49,115,0.8305235137533273,0.2912148357692912,0.32926829268292684,0.9387755102040817,0.06956521739130435,0.23851179404295586,0.33176812002571615,46,8,107,3,0.5,0.7383935151068534,0.5937812911725955,0.7451209992193598,0.6289592760180995,0.8263552960800667,0.7465659340659341,0.9229838709677418,0.8512096774193548,0.9201298701298701,0.7105971951332777,0.8322177599286033,0.6778249253496778,0.7891723060905778,0.714553487749364,0.8249105167890105,0.703355969558329,0.0001,3
16,0.43406187643406363,0.6693688546597716,1.1034307368853797,0.8984477287385522,0.6656754162253403,1.5641231682242416,164,49,115,0.8204968944099379,0.26967487684729063,0.31097560975609756,0.9183673469387755,0.05217391304347826,0.23695739983563546,0.3474043135235949,45,6,109,4,0.5,0.7389462048636699,0.5811874866992978,0.7429742388758782,0.6053942140898663,0.8303586321934946,0.7612809315866085,0.9256048387096775,0.8346774193548387,0.9116883116883117,0.7046818727490997,0.8384649709950914,0.6778249253496778,0.8006246746486205,0.7110458549807996,0.8269516959963921,0.6965846721157413,0.0001,3
17,0.4101381865348893,0.6611065270929684,1.0712447127832574,0.9323134945660103,0.6664440413800682,1.598757522862132,164,49,115,0.8256433007985805,0.27832783278327833,0.3170731707317073,0.9183673469387755,0.06086956521739131,0.2372996238993759,0.3336445412984708,45,7,108,4,0.5,0.7415254237288136,0.6186046511627907,0.7318501170960188,0.5967289986847373,0.8391993327773144,0.755438596491228,0.928024193548387,0.8387747710456874,0.8987012987012988,0.7046818727490997,0.8463483563885171,0.670384236453202,0.7988894672913414,0.712969786293294,0.8263625985045273,0.6996547018400056,0.0001,3
18,0.3973365858016226,0.6654537028146659,1.0627902808942293,0.9161478106568499,0.6700948941998366,1.586242693226512,164,49,115,0.8256433007985803,0.26967487684729063,0.31097560975609756,0.9183673469387755,0.05217391304347826,0.23908592793326974,0.3309753817029115,45,6,109,4,0.5,0.7295504789977892,0.6335390508618854,0.7410226385636222,0.6186046511627907,0.8396997497914929,0.7723407947249696,0.9292338709677419,0.8699186991869918,0.9032467532467533,0.6883445945945945,0.8408448609251822,0.6723469267834059,0.8032274856845393,0.7291917704288838,0.8266894054538744,0.7120409268205031,0.0001,3
19,0.37997634473599884,0.6702979216691454,1.0502742606135997,0.9527845004709755,0.6669701948398497,1.6197546982183688,164,49,115,0.8070984915705414,0.25608785611968804,0.3048780487804878,0.9387755102040817,0.034782608695652174,0.23763301949137108,0.33033786932142767,46,4,111,3,0.5,0.7336035372144436,0.6104072398190046,0.7410226385636222,0.5918552036199095,0.8383653044203503,0.7902165762427771,0.9334677419354838,0.8606487729294747,0.9006493506493507,0.6973052787006275,0.8402498884426596,0.6552845528455284,0.8032274856845393,0.6937441643323996,0.82722656384435,0.6999231126413887,0.0001,3
20,0.352497765651116,0.6611476369232301,1.0136454086072049,0.9879474727118888,0.6684690219600026,1.656416532469959,164,49,115,0.8194321206743567,0.2601109913362878,0.31097560975609756,0.9591836734693877,0.034782608695652174,0.23829041614577237,0.32109591619270605,47,4,111,2,0.5,0.7323139277818718,0.6342425802024361,0.7293130366900858,0.5874817198011115,0.8512093411175978,0.7842105263157895,0.9262096774193548,0.8654358974358974,0.8772727272727272,0.6403508771929824,0.8470920719916702,0.6529724118656925,0.799410029498525,0.7105928363619021,0.8232601159674047,0.6964695498822587,0.0001,3
21,0.3279426691503177,0.6651429410888116,0.9930856102391293,0.9910467426951338,0.6660908664145121,1.6571376440001697,164,49,115,0.8142857142857143,0.24701561065197428,0.29878048780487804,0.9387755102040817,0.02608695652173913,0.23713809047009016,0.33510420544118413,46,3,112,3,0.5,0.7428150331613854,0.6053942140898663,0.7388758782201406,0.6135255110429112,0.8497080900750625,0.7842105263157895,0.9252016129032258,0.8458646616541354,0.877922077922078,0.6319471947194719,0.8457533839059943,0.6398770311813791,0.8051362137775464,0.7005573707476456,0.8264874699950618,0.6887680728215998,0.0001,3
