column,raw_value,count,missing_kind
case_num,238,1,
case_num,239,1,
case_num,24,1,
case_num,240,1,
case_num,241,1,
case_num,242,1,
case_num,243,1,
case_num,244,1,
case_num,245,1,
case_num,246,1,
case_num,247,1,
case_num,248,1,
case_num,249,1,
case_num,25,1,
case_num,250,1,
case_num,251,1,
case_num,252,1,
case_num,253,1,
case_num,254,1,
case_num,255,1,
case_num,256,1,
case_num,257,1,
case_num,258,1,
case_num,259,1,
case_num,26,1,
case_num,260,1,
case_num,261,1,
case_num,262,1,
case_num,263,1,
case_num,264,1,
case_num,265,1,
case_num,266,1,
case_num,267,1,
case_num,268,1,
case_num,269,1,
case_num,27,1,
case_num,270,1,
case_num,271,1,
case_num,272,1,
case_num,273,1,
case_num,274,1,
case_num,275,1,
case_num,276,1,
case_num,277,1,
case_num,278,1,
case_num,279,1,
case_num,28,1,
case_num,280,1,
case_num,281,1,
case_num,282,1,
case_num,283,1,
case_num,284,1,
case_num,285,1,
case_num,286,1,
case_num,287,1,
case_num,288,1,
case_num,289,1,
case_num,29,1,
case_num,290,1,
case_num,291,1,
case_num,292,1,
case_num,293,1,
case_num,294,1,
case_num,295,1,
case_num,296,1,
case_num,297,1,
case_num,298,1,
case_num,299,1,
case_num,3,1,
case_num,30,1,
case_num,300,1,
case_num,301,1,
case_num,302,1,
case_num,303,1,
case_num,304,1,
case_num,305,1,
case_num,306,1,
case_num,307,1,
case_num,308,1,
case_num,309,1,
case_num,31,1,
case_num,310,1,
case_num,311,1,
case_num,312,1,
case_num,313,1,
case_num,314,1,
case_num,315,1,
case_num,316,1,
case_num,317,1,
case_num,318,1,
case_num,319,1,
case_num,32,1,
case_num,320,1,
case_num,321,1,
case_num,322,1,
case_num,323,1,
case_num,324,1,
case_num,325,1,
case_num,326,1,
case_num,327,1,
case_num,328,1,
case_num,329,1,
case_num,33,1,
case_num,330,1,
case_num,331,1,
case_num,332,1,
case_num,333,1,
case_num,334,1,
case_num,335,1,
case_num,336,1,
case_num,337,1,
case_num,338,1,
case_num,339,1,
case_num,34,1,
case_num,340,1,
case_num,341,1,
case_num,342,1,
case_num,343,1,
case_num,344,1,
case_num,345,1,
case_num,346,1,
case_num,347,1,
case_num,348,1,
case_num,349,1,
case_num,35,1,
case_num,350,1,
case_num,351,1,
case_num,352,1,
case_num,353,1,
case_num,354,1,
case_num,355,1,
case_num,356,1,
case_num,357,1,
case_num,358,1,
case_num,359,1,
case_num,36,1,
case_num,360,1,
case_num,361,1,
case_num,362,1,
case_num,363,1,
case_num,364,1,
case_num,365,1,
case_num,366,1,
case_num,367,1,
case_num,368,1,
case_num,369,1,
case_num,37,1,
case_num,370,1,
case_num,371,1,
case_num,372,1,
case_num,373,1,
case_num,374,1,
case_num,375,1,
case_num,376,1,
case_num,377,1,
case_num,378,1,
case_num,379,1,
case_num,38,1,
case_num,380,1,
case_num,381,1,
case_num,382,1,
case_num,383,1,
case_num,384,1,
case_num,385,1,
case_num,386,1,
case_num,387,1,
case_num,388,1,
case_num,389,1,
case_num,39,1,
case_num,390,1,
case_num,391,1,
case_num,392,1,
case_num,393,1,
case_num,394,1,
case_num,395,1,
case_num,396,1,
case_num,397,1,
case_num,398,1,
case_num,399,1,
case_num,4,1,
case_num,40,1,
case_num,400,1,
case_num,401,1,
case_num,402,1,
case_num,403,1,
case_num,404,1,
case_num,405,1,
case_num,406,1,
case_num,407,1,
case_num,408,1,
case_num,409,1,
case_num,41,1,
case_num,410,1,
case_num,411,1,
case_num,412,1,
case_num,413,1,
case_num,414,1,
case_num,415,1,
case_num,416,1,
case_num,417,1,
case_num,418,1,
case_num,419,1,
case_num,42,1,
case_num,420,1,
case_num,421,1,
case_num,422,1,
case_num,423,1,
case_num,424,1,
case_num,425,1,
case_num,426,1,
case_num,427,1,
case_num,428,1,
case_num,429,1,
case_num,43,1,
case_num,430,1,
case_num,431,1,
case_num,432,1,
case_num,433,1,
case_num,434,1,
case_num,435,1,
case_num,436,1,
case_num,437,1,
case_num,438,1,
case_num,439,1,
case_num,44,1,
case_num,440,1,
case_num,441,1,
case_num,442,1,
case_num,443,1,
case_num,444,1,
case_num,445,1,
case_num,446,1,
case_num,447,1,
case_num,448,1,
case_num,449,1,
case_num,45,1,
case_num,450,1,
case_num,451,1,
case_num,452,1,
case_num,453,1,
case_num,454,1,
case_num,455,1,
case_num,456,1,
case_num,457,1,
case_num,458,1,
case_num,459,1,
case_num,46,1,
case_num,460,1,
case_num,461,1,
case_num,462,1,
case_num,463,1,
case_num,464,1,
case_num,465,1,
case_num,466,1,
case_num,467,1,
case_num,468,1,
case_num,469,1,
case_num,47,1,
case_num,470,1,
case_num,471,1,
case_num,472,1,
case_num,473,1,
case_num,474,1,
case_num,475,1,
case_num,476,1,
case_num,477,1,
case_num,478,1,
case_num,479,1,
case_num,48,1,
case_num,480,1,
case_num,481,1,
case_num,482,1,
case_num,483,1,
case_num,484,1,
case_num,485,1,
case_num,486,1,
case_num,487,1,
case_num,488,1,
case_num,489,1,
case_num,49,1,
case_num,490,1,
case_num,491,1,
case_num,492,1,
case_num,493,1,
case_num,494,1,
case_num,495,1,
case_num,496,1,
case_num,497,1,
case_num,498,1,
case_num,499,1,
case_num,5,1,
case_num,50,1,
case_num,500,1,
case_num,501,1,
case_num,502,1,
case_num,503,1,
case_num,504,1,
case_num,505,1,
case_num,506,1,
case_num,507,1,
case_num,508,1,
case_num,509,1,
case_num,51,1,
case_num,510,1,
case_num,511,1,
case_num,512,1,
case_num,513,1,
case_num,514,1,
case_num,515,1,
case_num,516,1,
case_num,517,1,
case_num,518,1,
case_num,519,1,
case_num,52,1,
case_num,520,1,
case_num,521,1,
case_num,522,1,
case_num,523,1,
case_num,524,1,
case_num,525,1,
case_num,526,1,
case_num,527,1,
case_num,528,1,
case_num,529,1,
case_num,53,1,
case_num,530,1,
case_num,531,1,
case_num,532,1,
case_num,533,1,
case_num,534,1,
case_num,535,1,
case_num,536,1,
case_num,537,1,
case_num,538,1,
case_num,539,1,
case_num,54,1,
case_num,540,1,
case_num,541,1,
case_num,542,1,
case_num,543,1,
case_num,544,1,
case_num,545,1,
case_num,546,1,
case_num,547,1,
case_num,548,1,
case_num,549,1,
case_num,55,1,
case_num,550,1,
case_num,551,1,
case_num,552,1,
case_num,553,1,
case_num,554,1,
case_num,555,1,
case_num,556,1,
case_num,557,1,
case_num,558,1,
case_num,559,1,
case_num,56,1,
case_num,560,1,
case_num,561,1,
case_num,562,1,
case_num,563,1,
case_num,564,1,
case_num,565,1,
case_num,566,1,
case_num,567,1,
case_num,568,1,
case_num,569,1,
case_num,57,1,
case_num,570,1,
case_num,571,1,
case_num,572,1,
case_num,573,1,
case_num,574,1,
case_num,575,1,
case_num,576,1,
case_num,577,1,
case_num,578,1,
case_num,579,1,
case_num,58,1,
case_num,580,1,
case_num,581,1,
case_num,582,1,
case_num,583,1,
case_num,584,1,
case_num,585,1,
case_num,586,1,
case_num,587,1,
case_num,588,1,
case_num,589,1,
case_num,59,1,
case_num,590,1,
case_num,591,1,
case_num,592,1,
case_num,593,1,
case_num,594,1,
case_num,595,1,
case_num,596,1,
case_num,597,1,
case_num,598,1,
case_num,599,1,
case_num,6,1,
case_num,60,1,
case_num,600,1,
case_num,601,1,
case_num,602,1,
case_num,603,1,
case_num,604,1,
case_num,605,1,
case_num,606,1,
case_num,607,1,
case_num,608,1,
case_num,609,1,
case_num,61,1,
case_num,610,1,
case_num,611,1,
case_num,612,1,
case_num,613,1,
case_num,614,1,
case_num,615,1,
case_num,616,1,
case_num,617,1,
case_num,618,1,
case_num,619,1,
case_num,62,1,
case_num,620,1,
case_num,621,1,
case_num,622,1,
case_num,623,1,
case_num,624,1,
case_num,625,1,
case_num,626,1,
case_num,627,1,
case_num,628,1,
case_num,629,1,
case_num,63,1,
case_num,630,1,
case_num,631,1,
case_num,632,1,
case_num,633,1,
case_num,634,1,
case_num,635,1,
case_num,636,1,
case_num,637,1,
case_num,638,1,
case_num,639,1,
case_num,64,1,
case_num,640,1,
case_num,641,1,
case_num,642,1,
case_num,643,1,
case_num,644,1,
case_num,645,1,
case_num,646,1,
case_num,647,1,
case_num,648,1,
case_num,649,1,
case_num,65,1,
case_num,650,1,
case_num,651,1,
case_num,652,1,
case_num,653,1,
case_num,654,1,
case_num,655,1,
case_num,656,1,
case_num,657,1,
case_num,658,1,
case_num,659,1,
case_num,66,1,
case_num,660,1,
case_num,661,1,
case_num,662,1,
case_num,663,1,
case_num,664,1,
case_num,665,1,
case_num,666,1,
case_num,667,1,
case_num,668,1,
case_num,669,1,
case_num,67,1,
case_num,670,1,
case_num,671,1,
case_num,672,1,
case_num,673,1,
case_num,674,1,
case_num,675,1,
case_num,676,1,
case_num,677,1,
case_num,678,1,
case_num,679,1,
case_num,68,1,
case_num,680,1,
case_num,681,1,
case_num,682,1,
case_num,683,1,
case_num,684,1,
case_num,685,1,
case_num,686,1,
case_num,687,1,
case_num,688,1,
case_num,689,1,
case_num,69,1,
case_num,690,1,
case_num,691,1,
case_num,692,1,
case_num,693,1,
case_num,694,1,
case_num,695,1,
case_num,696,1,
case_num,697,1,
case_num,698,1,
case_num,699,1,
case_num,7,1,
case_num,70,1,
case_num,700,1,
case_num,701,1,
case_num,702,1,
case_num,703,1,
case_num,704,1,
case_num,705,1,
case_num,706,1,
case_num,707,1,
case_num,708,1,
case_num,709,1,
case_num,71,1,
case_num,710,1,
case_num,711,1,
case_num,712,1,
case_num,713,1,
case_num,714,1,
case_num,715,1,
case_num,716,1,
case_num,717,1,
case_num,718,1,
case_num,719,1,
case_num,72,1,
case_num,720,1,
case_num,721,1,
case_num,722,1,
case_num,723,1,
case_num,724,1,
case_num,725,1,
case_num,726,1,
case_num,727,1,
case_num,728,1,
case_num,729,1,
case_num,73,1,
case_num,730,1,
case_num,731,1,
case_num,732,1,
case_num,733,1,
case_num,734,1,
case_num,735,1,
case_num,736,1,
case_num,737,1,
case_num,738,1,
case_num,739,1,
case_num,74,1,
case_num,740,1,
case_num,741,1,
case_num,742,1,
case_num,743,1,
case_num,744,1,
case_num,745,1,
case_num,746,1,
case_num,747,1,
case_num,748,1,
case_num,749,1,
case_num,75,1,
case_num,750,1,
case_num,751,1,
case_num,752,1,
case_num,753,1,
case_num,754,1,
case_num,755,1,
case_num,756,1,
case_num,757,1,
case_num,758,1,
case_num,759,1,
case_num,76,1,
case_num,760,1,
case_num,761,1,
case_num,762,1,
case_num,763,1,
case_num,764,1,
case_num,765,1,
case_num,766,1,
case_num,767,1,
case_num,768,1,
case_num,769,1,
case_num,77,1,
case_num,770,1,
case_num,771,1,
case_num,772,1,
case_num,773,1,
case_num,774,1,
case_num,775,1,
case_num,776,1,
case_num,777,1,
case_num,778,1,
case_num,779,1,
case_num,78,1,
case_num,780,1,
case_num,781,1,
case_num,782,1,
case_num,783,1,
case_num,784,1,
case_num,785,1,
case_num,786,1,
case_num,787,1,
case_num,788,1,
case_num,789,1,
case_num,79,1,
case_num,790,1,
case_num,791,1,
case_num,792,1,
case_num,793,1,
case_num,794,1,
case_num,795,1,
case_num,796,1,
case_num,797,1,
case_num,798,1,
case_num,799,1,
case_num,8,1,
case_num,80,1,
case_num,800,1,
case_num,801,1,
case_num,802,1,
case_num,803,1,
case_num,804,1,
case_num,805,1,
case_num,806,1,
case_num,807,1,
case_num,808,1,
case_num,809,1,
case_num,81,1,
case_num,810,1,
case_num,811,1,
case_num,812,1,
case_num,813,1,
case_num,814,1,
case_num,815,1,
case_num,816,1,
case_num,817,1,
case_num,818,1,
case_num,819,1,
case_num,82,1,
case_num,820,1,
case_num,821,1,
case_num,822,1,
case_num,823,1,
case_num,824,1,
case_num,825,1,
case_num,826,1,
case_num,827,1,
case_num,828,1,
case_num,829,1,
case_num,83,1,
case_num,830,1,
case_num,831,1,
case_num,832,1,
case_num,833,1,
case_num,834,1,
case_num,835,1,
case_num,836,1,
case_num,837,1,
case_num,838,1,
case_num,839,1,
case_num,84,1,
case_num,840,1,
case_num,841,1,
case_num,842,1,
case_num,843,1,
case_num,844,1,
case_num,845,1,
case_num,846,1,
case_num,847,1,
case_num,848,1,
case_num,849,1,
case_num,85,1,
case_num,850,1,
case_num,851,1,
case_num,852,1,
case_num,853,1,
case_num,854,1,
case_num,855,1,
case_num,856,1,
case_num,857,1,
case_num,858,1,
case_num,859,1,
case_num,86,1,
case_num,860,1,
case_num,861,1,
case_num,862,1,
case_num,863,1,
case_num,864,1,
case_num,865,1,
case_num,866,1,
case_num,867,1,
case_num,868,1,
case_num,869,1,
case_num,87,1,
case_num,870,1,
case_num,871,1,
case_num,872,1,
case_num,873,1,
case_num,874,1,
case_num,875,1,
case_num,876,1,
case_num,877,1,
case_num,878,1,
case_num,879,1,
case_num,88,1,
case_num,880,1,
case_num,881,1,
case_num,882,1,
case_num,883,1,
case_num,884,1,
case_num,885,1,
case_num,886,1,
case_num,887,1,
case_num,888,1,
case_num,889,1,
case_num,89,1,
case_num,890,1,
case_num,891,1,
case_num,892,1,
case_num,893,1,
case_num,894,1,
case_num,895,1,
case_num,896,1,
case_num,897,1,
case_num,898,1,
case_num,899,1,
case_num,9,1,
case_num,90,1,
case_num,900,1,
case_num,901,1,
case_num,902,1,
case_num,903,1,
case_num,904,1,
case_num,905,1,
case_num,906,1,
case_num,907,1,
case_num,908,1,
case_num,909,1,
case_num,91,1,
case_num,910,1,
case_num,911,1,
case_num,912,1,
case_num,913,1,
case_num,914,1,
case_num,915,1,
case_num,916,1,
case_num,917,1,
case_num,918,1,
case_num,919,1,
case_num,92,1,
case_num,920,1,
case_num,921,1,
case_num,922,1,
case_num,923,1,
case_num,924,1,
case_num,925,1,
case_num,926,1,
case_num,927,1,
case_num,928,1,
case_num,929,1,
case_num,93,1,
case_num,930,1,
case_num,931,1,
case_num,932,1,
case_num,933,1,
case_num,934,1,
case_num,935,1,
case_num,936,1,
case_num,937,1,
case_num,938,1,
case_num,939,1,
case_num,94,1,
case_num,940,1,
case_num,941,1,
case_num,942,1,
case_num,943,1,
case_num,944,1,
case_num,945,1,
case_num,946,1,
case_num,947,1,
case_num,948,1,
case_num,949,1,
case_num,95,1,
case_num,950,1,
case_num,951,1,
case_num,952,1,
case_num,953,1,
case_num,954,1,
case_num,955,1,
case_num,956,1,
case_num,957,1,
case_num,958,1,
case_num,959,1,
case_num,96,1,
case_num,960,1,
case_num,961,1,
case_num,962,1,
case_num,963,1,
case_num,964,1,
case_num,965,1,
case_num,966,1,
case_num,967,1,
case_num,968,1,
case_num,969,1,
case_num,97,1,
case_num,970,1,
case_num,971,1,
case_num,972,1,
case_num,973,1,
case_num,974,1,
case_num,975,1,
case_num,976,1,
case_num,977,1,
case_num,978,1,
case_num,979,1,
case_num,98,1,
case_num,980,1,
case_num,981,1,
case_num,982,1,
case_num,983,1,
case_num,984,1,
case_num,985,1,
case_num,986,1,
case_num,987,1,
case_num,988,1,
case_num,989,1,
case_num,99,1,
case_num,990,1,
case_num,991,1,
case_num,992,1,
case_num,993,1,
case_num,994,1,
case_num,995,1,
case_num,996,1,
case_num,997,1,
case_num,998,1,
case_num,999,1,
diagnosis,basal cell carcinoma,42,
diagnosis,blue nevus,28,
diagnosis,clark nevus,399,
diagnosis,combined nevus,13,
diagnosis,congenital nevus,17,
diagnosis,dermal nevus,33,
diagnosis,dermatofibroma,20,
diagnosis,lentigo,24,
diagnosis,melanoma,1,
diagnosis,melanoma (0.76 to 1.5 mm),53,
diagnosis,melanoma (in situ),64,
diagnosis,melanoma (less than 0.76 mm),102,
diagnosis,melanoma (more than 1.5 mm),28,
diagnosis,melanoma metastasis,4,
diagnosis,melanosis,16,
diagnosis,miscellaneous,8,
diagnosis,recurrent nevus,6,
diagnosis,reed or spitz nevus,79,
diagnosis,seborrheic keratosis,45,
diagnosis,vascular lesion,29,
seven_point_score,0,311,
seven_point_score,1,166,
seven_point_score,10,2,
seven_point_score,2,165,
seven_point_score,3,91,
seven_point_score,4,96,
seven_point_score,5,81,
seven_point_score,6,50,
seven_point_score,7,28,
seven_point_score,8,14,
seven_point_score,9,7,
pigment_network,absent,400,
pigment_network,atypical,230,
pigment_network,typical,381,
streaks,absent,653,
streaks,irregular,251,
streaks,regular,107,
pigmentation,absent,588,
pigmentation,diffuse irregular,265,
pigmentation,diffuse regular,115,
pigmentation,localized irregular,40,
pigmentation,localized regular,3,
regression_structures,absent,758,
regression_structures,blue areas,116,
regression_structures,combinations,99,
regression_structures,white areas,38,
dots_and_globules,absent,229,
dots_and_globules,irregular,448,
dots_and_globules,regular,334,
blue_whitish_veil,absent,816,
blue_whitish_veil,present,195,
vascular_structures,absent,823,
vascular_structures,arborizing,31,
vascular_structures,comma,23,
vascular_structures,dotted,53,
vascular_structures,hairpin,15,
vascular_structures,linear irregular,18,
vascular_structures,within regression,46,
vascular_structures,wreath,2,
level_of_diagnostic_difficulty,high,254,
level_of_diagnostic_difficulty,low,385,
level_of_diagnostic_difficulty,medium,372,
elevation,flat,448,
elevation,nodular,123,
elevation,palpable,440,
location,abdomen,125,
location,acral,62,
location,back,281,
location,buttocks,21,
location,chest,100,
location,genital areas,8,
location,head neck,92,
location,lower limbs,200,
location,upper limbs,122,
sex,female,522,
sex,male,489,
management,clinical follow up,296,
management,excision,605,
management,no further examination,110,
clinic,A1l/Aal001.jpg,1,
clinic,A1l/Aal001bis.jpg,1,
clinic,A1l/Aal003.jpg,1,
clinic,A1l/Aal005.jpg,1,
clinic,A1l/Aal007.jpg,1,
clinic,A1l/Aal009.jpg,1,
clinic,A1l/Aal011.jpg,1,
clinic,A1l/Aal013.jpg,1,
clinic,A1l/Aal017.jpg,1,
clinic,A1l/Aal019.jpg,1,
clinic,A1l/Aal023.jpg,1,
clinic,A1l/Aal027.jpg,1,
clinic,A1l/Aal029.jpg,1,
clinic,A1l/Aal037.jpg,1,
clinic,A1l/Aal043.jpg,1,
clinic,A1l/Aal045.jpg,1,
clinic,A1l/Aal047.jpg,1,
clinic,A1l/Aal051.jpg,1,
clinic,A1l/Aal055.jpg,1,
clinic,A1l/Aal061.jpg,1,
clinic,A1l/Aal063.jpg,1,
clinic,A1l/Aal065.jpg,1,
clinic,A1l/Aal067.jpg,1,
clinic,A1l/Aal077.jpg,1,
clinic,A1l/Aal085.jpg,1,
clinic,A1l/Aal087.jpg,1,
clinic,A1l/Aal089.jpg,1,
clinic,A1l/Aal093.jpg,1,
clinic,A1l/Aal095.jpg,1,
clinic,A1l/Aal099.jpg,1,
clinic,A2l/Abl100.jpg,1,
clinic,A2l/Abl107.jpg,1,
clinic,A2l/Abl111.jpg,1,
clinic,A2l/Abl115.jpg,1,
clinic,A2l/Abl117.jpg,1,
clinic,A2l/Abl120.jpg,1,
clinic,A2l/Abl122.jpg,1,
clinic,A2l/Abl126.jpg,1,
clinic,A2l/Abl128.jpg,1,
clinic,A2l/Abl134.jpg,1,
clinic,A2l/Abl136.jpg,1,
clinic,A2l/Abl138.jpg,1,
clinic,A2l/Abl140.jpg,1,
clinic,A2l/Abl142.jpg,1,
clinic,A2l/Abl144.jpg,1,
clinic,A2l/Abl146.jpg,1,
clinic,A2l/Abl150.jpg,1,
clinic,A2l/Abl152.jpg,1,
clinic,A2l/Abl154.jpg,1,
clinic,A2l/Abl156.jpg,1,
clinic,A2l/Abl160.jpg,1,
clinic,A2l/Abl162.jpg,1,
clinic,A2l/Abl164.jpg,1,
clinic,A2l/Abl166.jpg,1,
clinic,A2l/Abl169.jpg,1,
clinic,A2l/Abl170.jpg,1,
clinic,A2l/Abl174.jpg,1,
clinic,A2l/Abl176.jpg,1,
clinic,A2l/Abl178.jpg,1,
clinic,A2l/Abl182.jpg,1,
clinic,A2l/Abl184.jpg,1,
clinic,A2l/Abl188.jpg,1,
clinic,A2l/Abl190.jpg,1,
clinic,A2l/Abl192.jpg,1,
clinic,A2l/Abl194.jpg,1,
clinic,A2l/Abl196.jpg,1,
clinic,A3l/Acl200.jpg,1,
clinic,A3l/Acl202.jpg,1,
clinic,A3l/Acl204.jpg,1,
clinic,A3l/Acl206.jpg,1,
clinic,A3l/Acl208.jpg,1,
clinic,A3l/Acl210.jpg,1,
clinic,A3l/Acl214.jpg,1,
clinic,A3l/Acl216.jpg,1,
clinic,A3l/Acl218.jpg,1,
clinic,A3l/Acl220.jpg,1,
clinic,A3l/Acl222.jpg,1,
clinic,A3l/Acl224.jpg,1,
clinic,A3l/Acl226.jpg,1,
clinic,A3l/Acl228.jpg,1,
clinic,A3l/Acl230.jpg,1,
clinic,A3l/Acl232.jpg,1,
clinic,A3l/Acl234.jpg,1,
clinic,A3l/Acl236.jpg,1,
clinic,A3l/Acl238.jpg,1,
clinic,A3l/Acl240.jpg,1,
clinic,A3l/Acl242.jpg,1,
clinic,A3l/Acl244.jpg,1,
clinic,A3l/Acl246.jpg,1,
clinic,A3l/Acl248.jpg,1,
clinic,A3l/Acl250.jpg,1,
clinic,A3l/Acl252.jpg,1,
clinic,A3l/Acl258.jpg,1,
clinic,A3l/Acl260.jpg,1,
clinic,A3l/Acl262.jpg,1,
clinic,A3l/Acl265.jpg,1,
clinic,A3l/Acl270.jpg,1,
clinic,A3l/Acl278.jpg,1,
clinic,A3l/Acl280.jpg,1,
clinic,A3l/Acl282.jpg,1,
clinic,A3l/Acl284.jpg,1,
clinic,A3l/Acl286.jpg,1,
clinic,A3l/Acl294.jpg,1,
clinic,A3l/Acl298.jpg,1,
clinic,Adl/Adl300.jpg,1,
clinic,Adl/Adl304.jpg,1,
clinic,Adl/Adl310.jpg,1,
clinic,Adl/Adl312.jpg,1,
clinic,Adl/Adl318.jpg,1,
clinic,Adl/Adl320.jpg,1,
clinic,Adl/Adl324.jpg,1,
clinic,Adl/Adl328.jpg,1,
clinic,Adl/Adl330.jpg,1,
clinic,Adl/Adl332.jpg,1,
clinic,Adl/Adl334.jpg,1,
clinic,Adl/Adl337.jpg,1,
clinic,Adl/Adl339.jpg,1,
clinic,Adl/Adl343.jpg,1,
clinic,Adl/Adl345.jpg,1,
clinic,Adl/Adl347.jpg,1,
clinic,Adl/Adl349.jpg,1,
clinic,Adl/Adl355.jpg,1,
clinic,Adl/Adl357.jpg,1,
clinic,Adl/Adl361.jpg,1,
clinic,Adl/Adl365.jpg,1,
clinic,Adl/Adl370.jpg,1,
clinic,Adl/Adl372.jpg,1,
clinic,Adl/Adl374.jpg,1,
clinic,Adl/Adl376.jpg,1,
clinic,Adl/Adl378.jpg,1,
clinic,Adl/Adl380.jpg,1,
clinic,Adl/Adl382.jpg,1,
clinic,Adl/Adl384.jpg,1,
clinic,Adl/Adl386.jpg,1,
clinic,Adl/Adl386bis.jpg,1,
clinic,Adl/Adl388.jpg,1,
clinic,Adl/Adl390.jpg,1,
clinic,Adl/Adl394.jpg,1,
clinic,Adl/Adl398.jpg,1,
clinic,Ael/Ael400.jpg,1,
clinic,Ael/Ael404.jpg,1,
clinic,Ael/Ael406.jpg,1,
clinic,Ael/Ael408.jpg,1,
clinic,Ael/Ael412.jpg,1,
clinic,Ael/Ael414.jpg,1,
clinic,Ael/Ael418.jpg,1,
clinic,Ael/Ael420.jpg,1,
clinic,Ael/Ael424.jpg,1,
clinic,Ael/Ael426.jpg,1,
clinic,Ael/Ael430.jpg,1,
clinic,Ael/Ael432.jpg,1,
clinic,Ael/Ael434.jpg,1,
clinic,Ael/Ael441.jpg,1,
clinic,Ael/Ael443.jpg,1,
clinic,Ael/Ael445.jpg,1,
clinic,Ael/Ael447.jpg,1,
clinic,Ael/Ael451.jpg,1,
clinic,Ael/Ael454.jpg,1,
clinic,Ael/Ael458.jpg,1,
clinic,Ael/Ael464.jpg,1,
clinic,Ael/Ael466.jpg,1,
clinic,Ael/Ael468.jpg,1,
clinic,Ael/Ael470.jpg,1,
clinic,Ael/Ael474.jpg,1,
clinic,Ael/Ael476.jpg,1,
clinic,Ael/Ael480.jpg,1,
clinic,Ael/Ael483.jpg,1,
clinic,Ael/Ael487.jpg,1,
clinic,Ael/Ael489.jpg,1,
clinic,Ael/Ael491.jpg,1,
clinic,Ael/Ael493.jpg,1,
clinic,Ael/Ael495.jpg,1,
clinic,Ael/Ael497.jpg,1,
clinic,Ael/Ael501.jpg,1,
clinic,Ael/Ael503.jpg,1,
clinic,Ael/Ael505bis.jpg,1,
clinic,Ael/Ael507.jpg,1,
clinic,Ael/Ael509.jpg,1,
clinic,Ael/Ael511.jpg,1,
clinic,Ael/Ael513.jpg,1,
clinic,Ael/Ael516.jpg,1,
clinic,Ael/Ael518bis.jpg,1,
clinic,Ael/Ael520.jpg,1,
clinic,Ael/Ael522.jpg,1,
clinic,Ael/Ael524.jpg,1,
clinic,Ael/Ael526.jpg,1,
clinic,FAL/Fal005.jpg,1,
clinic,FAL/Fal010.jpg,1,
