epoch,train_concept_loss,train_diagnosis_loss,train_total_loss,validation_concept_loss,validation_diagnosis_loss,validation_total_loss,validation_diagnosis_total,validation_diagnosis_positive,validation_diagnosis_negative,validation_diagnosis_auroc,validation_diagnosis_macro_f1,validation_diagnosis_accuracy,validation_diagnosis_sensitivity,validation_diagnosis_specificity,validation_diagnosis_brier,validation_diagnosis_ece,validation_diagnosis_tp,validation_diagnosis_tn,validation_diagnosis_fp,validation_diagnosis_fn,validation_diagnosis_threshold,validation_concept_atypical_pigment_network_auroc,validation_concept_atypical_pigment_network_macro_f1,validation_concept_regression_structures_present_auroc,validation_concept_regression_structures_present_macro_f1,validation_concept_irregular_pigmentation_auroc,validation_concept_irregular_pigmentation_macro_f1,validation_concept_blue_whitish_veil_present_auroc,validation_concept_blue_whitish_veil_present_macro_f1,validation_concept_atypical_vascular_structures_auroc,validation_concept_atypical_vascular_structures_macro_f1,validation_concept_irregular_dots_and_globules_auroc,validation_concept_irregular_dots_and_globules_macro_f1,validation_concept_irregular_streaks_auroc,validation_concept_irregular_streaks_macro_f1,validation_concept_macro_auroc,validation_concept_macro_f1,learning_rate,trainable_feature_blocks
11,0.5550830055344925,0.6973805514424436,1.2524635511853917,0.7907651750052848,0.688567347642852,1.4793325110179623,164,49,115,0.8624667258207631,0.2680632061437015,0.3231707317073171,1.0,0.034782608695652174,0.24793616492723905,0.33078545622709327,49,4,111,0,0.5,0.8227708179808401,0.6903413217138707,0.7959482038429407,0.7731432219621196,0.8282165039929015,0.7186442249733389,0.8893034825870646,0.7544174902665468,0.8009506833036245,0.6362345843314702,0.7559337214509628,0.5882280304589421,0.7893145161290323,0.6858870967741936,0.8117768470410524,0.6924137100686403,0.0001,3
12,0.5221755204171787,0.693607188429427,1.2157826867663426,0.7864136754012689,0.6865763693321042,1.4729900476409168,164,49,115,0.8601597160603373,0.2910569105691057,0.3353658536585366,0.9795918367346939,0.06086956521739131,0.24695423799754124,0.3345850353560797,48,7,108,1,0.5,0.8187177597641856,0.7005573707476456,0.8024227234753551,0.7666403162055335,0.8338952972493345,0.7186442249733389,0.8950248756218906,0.7344436733749711,0.7819370172311348,0.6177156177156177,0.7587699656665173,0.5998698763825634,0.7939516129032258,0.6967061528465037,0.812102750273092,0.690653890320882,0.0001,3
13,0.4864827530828082,0.6905072946780124,1.1769900486054208,0.7932481969275126,0.6858923129919099,1.4791405084656506,164,49,115,0.8571428571428571,0.2998102466793169,0.34146341463414637,0.9795918367346939,0.06956521739130435,0.24663013029048708,0.3344397677517518,48,8,107,1,0.5,0.8214812085482682,0.6967061528465037,0.8111946532999166,0.7638981173864895,0.8441881100266193,0.7223518645618852,0.8987562189054727,0.7621273166800967,0.7736185383244207,0.6496702888455466,0.7601134497686222,0.6080528213229635,0.7848790322580645,0.6793055754280537,0.8134616015901978,0.6974445910102199,0.0001,3
14,0.47249016889676393,0.6871506977177825,1.159640887005609,0.8346148351343666,0.6805138398961323,1.5151286764842709,164,49,115,0.8695652173913043,0.3419812239492034,0.3719512195121951,0.9795918367346939,0.11304347826086956,0.24394716047281786,0.32028108889736784,48,13,102,1,0.5,0.8268238761974945,0.6335390508618854,0.8082706766917294,0.739354414424289,0.8461401952085181,0.7279469164715067,0.904228855721393,0.7670454545454546,0.7653000594177065,0.6321794246708923,0.7630989699955217,0.5896580483736447,0.7907258064516128,0.6974967061923584,0.8149412056691394,0.6838885736485759,0.0001,3
15,0.4446448801982741,0.6876064770617466,1.1322513591905354,0.8333025531070989,0.6791119546425052,1.512414507749604,164,49,115,0.8681455190771961,0.3534322820037106,0.3780487804878049,0.9591836734693877,0.13043478260869565,0.24324306221866812,0.3194330599976749,47,15,100,2,0.5,0.827376565954311,0.636766334440753,0.8187134502923977,0.7457364341085271,0.8544809228039042,0.7379811183732752,0.9087064676616915,0.8036670657173461,0.7819370172311348,0.6462249614791988,0.7687714584266309,0.5896580483736447,0.7967741935483871,0.7033411364120026,0.8223942965597796,0.6947678712721067,0.0001,3
16,0.4228108814853406,0.6878150115128954,1.1106258872066914,0.8439321023661915,0.6801178048296672,1.5240498984732278,164,49,115,0.8553682342502218,0.3454489092106793,0.3719512195121951,0.9591836734693877,0.12173913043478261,0.24375385992335738,0.3246567990721726,47,14,101,2,0.5,0.8161385408990419,0.6475113122171945,0.8191311612364244,0.7522242739634044,0.85377107364685,0.7359848484848485,0.9129353233830846,0.7773755656108597,0.7765894236482472,0.6321794246708923,0.7563815494849978,0.6017287507717638,0.7981854838709678,0.7152777777777778,0.8190189365956592,0.6946117076423916,0.0001,3
17,0.41033860172337366,0.6851085332723764,1.0954471319793206,0.8675740172223347,0.6783003341860887,1.545874363038598,164,49,115,0.8477373558118899,0.39954233409610984,0.4146341463414634,0.9591836734693877,0.1826086956521739,0.24281505640754397,0.3125342205166817,47,21,94,2,0.5,0.8192704495210023,0.6494766262947334,0.8239348370927319,0.7493544137022398,0.8532386867790595,0.6903413217138707,0.9166666666666667,0.8058712121212122,0.7670825906120025,0.6321794246708923,0.7538438572921331,0.5982895337734047,0.8018145161290323,0.6788092440266353,0.8194073720132327,0.6863316823289983,0.0001,3
18,0.3852934959205056,0.6834796886695059,1.0687731779538667,0.8708329404272684,0.6789135903846927,1.5497465191817865,164,49,115,0.8525288376220054,0.3920586998891734,0.40853658536585363,0.9591836734693877,0.17391304347826086,0.24311161062373118,0.29823293864000133,47,20,95,2,0.5,0.8255342667649226,0.6674521839206444,0.8170426065162908,0.719977233921457,0.8491570541259983,0.6799375487900079,0.9161691542288558,0.7740640910452231,0.7581699346405228,0.6321794246708923,0.754590237348858,0.5982895337734047,0.798991935483871,0.6905129524789844,0.8170935984441885,0.6803447098000877,0.0001,3
19,0.3676649840013218,0.6845310364174939,1.0521960330878193,0.8971392759462682,0.6786714152591985,1.5758106766677484,164,49,115,0.8548358473824312,0.364267894837843,0.38414634146341464,0.9387755102040817,0.14782608695652175,0.2429893950652159,0.30297381031077086,46,17,98,3,0.5,0.8297715549005158,0.660455486542443,0.8345864661654135,0.7259816207184628,0.8509316770186336,0.6799375487900079,0.9191542288557213,0.8036670657173461,0.7468805704099821,0.6462249614791988,0.7517539931333034,0.6017287507717638,0.7991935483870968,0.6971630015108277,0.8188960055529524,0.6878797765042929,0.0001,3
20,0.34794109239269366,0.6847523914174996,1.0326935011848264,0.8970825759375968,0.6791545821399223,1.5762371551699754,164,49,115,0.8516415261756877,0.36913371287890445,0.3902439024390244,0.9591836734693877,0.14782608695652175,0.2432511842051048,0.3187431440484233,47,17,98,2,0.5,0.8270081061164333,0.6730897009966778,0.8320802005012532,0.7457364341085271,0.8530612244897959,0.7005573707476456,0.9186567164179104,0.7842969062732316,0.744503862150921,0.6390556222488996,0.755635169428273,0.6101000163961305,0.803225806451613,0.6971630015108277,0.8191672979366,0.6928570074688486,0.0001,3
21,0.3231756220221037,0.6835977193797648,1.0067733444182978,0.9335773049331293,0.6773004328332296,1.6108777232286406,164,49,115,0.8482697426796806,0.3768566493955095,0.39634146341463417,0.9591836734693877,0.1565217391304348,0.24230560380550825,0.3066566435665619,47,18,97,2,0.5,0.8268238761974945,0.6618923611111112,0.8341687552213869,0.738242179187061,0.8500443655723159,0.6747967479674797,0.9189054726368159,0.8210041232112539,0.7367795603089721,0.6537162162162162,0.7504105090311988,0.6068121693121693,0.808266129032258,0.6846153846153846,0.8179140954286346,0.6915827402315252,0.0001,3
